ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,degree,happiness_level,gender,birth_date,birth_location_country,birth_location_country_clean,birth_location_province,birth_location_city
4,2,4,2,4,2,3,2,4,4,5,1,5,1,3,5,4,5,5,5,1,5,1,5,1,4,1,5,5,4,2,4,4,4,3,4,1,2,2,5,4,4,4,1,3,2,4,2,5,3,Social Sciences,Giurisprudenza,4,F,2002/01/05,Italia,Italy,Nuoro,Lanusei
2,2,3,4,3,3,4,5,1,3,5,1,5,2,4,4,3,4,5,2,4,1,4,1,5,2,2,3,2,4,3,3,3,4,2,3,3,2,2,4,4,2,5,4,3,2,3,2,4,4,Business,Administración,3,M,1974/04/10,Argentina,Argentina,Buenos Aires,Olivos
2,3,2,4,3,3,2,4,2,3,5,2,4,2,4,3,4,4,3,2,2,3,2,3,3,3,2,4,3,4,5,1,4,2,5,1,5,2,4,5,4,1,4,2,3,4,5,2,2,3,STEM,Ciencias biológicas,4,F,2003/05/29,Argentina,Argentina,Buenos Aires,San Isidro
1,4,2,2,2,4,2,5,1,2,4,3,4,1,2,1,2,1,1,4,2,3,1,4,2,2,3,2,4,4,2,2,3,1,4,2,4,2,2,3,4,1,3,3,2,4,2,4,3,4,Health Sciences,veterinaria,2,F,1964/05/09,Argentina,Argentina,buenos aires,caba
4,1,3,4,4,1,5,5,4,2,1,4,3,4,1,1,1,1,1,2,1,4,2,2,1,4,1,5,3,5,4,2,3,2,3,2,3,2,2,3,1,2,5,2,3,1,4,1,5,3,STEM,Tecnico universitario en programacion,5,M,1994/07/06,Argentina,Argentina,Ciudad de Buenos Aires,Ciudad de Buenos aires
2,3,4,5,3,3,1,4,3,4,2,5,3,4,1,1,1,1,2,1,1,3,1,4,3,3,1,4,4,4,3,1,5,1,4,1,4,2,5,4,5,1,4,1,4,1,5,1,4,5,Humanities,Traductorado de inglés,4,F,1968/09/24,Argentina,Argentina,Buenos Aires,Quilmes
2,3,3,2,1,4,1,4,4,3,3,2,2,2,4,2,2,2,4,4,4,4,2,2,4,1,3,1,2,1,4,1,1,3,5,1,1,3,4,4,4,4,2,5,4,4,3,4,2,2,Arts,Diseño gráfico,2,F,2001/06/29,Argey,Argentina,Buenos Aires,San Isidro
3,4,4,2,3,2,2,4,4,3,2,4,2,2,2,2,2,2,1,1,3,4,1,3,2,4,2,5,4,4,4,2,4,2,4,2,4,2,3,3,4,2,3,3,4,2,4,3,4,4,STEM,Industrial Engineering,4,M,1998/07/20,Argentina,Argentina,Buenos Aires,San Isidro
3,4,4,3,4,4,3,3,3,4,2,4,4,2,4,2,2,2,2,2,4,4,2,4,2,2,2,4,3,4,3,2,4,2,2,2,4,3,4,3,4,2,4,2,4,2,4,3,4,3,STEM,Sistemas,3,M,1970/12/27,Argentina,Argentina,Buenos Aires,Lanús
4,4,4,1,5,1,4,3,3,2,2,4,4,5,2,1,2,2,2,1,2,4,1,3,1,3,1,4,3,4,4,2,5,1,4,2,4,1,4,5,5,2,4,2,4,2,5,4,5,5,STEM,Ingenieria Civil,4,M,1962/09/07,Argentina,Argentina,CABA,Buenos Aires
4,1,4,1,5,1,4,2,4,3,3,3,3,5,2,2,1,1,2,1,2,5,1,4,2,3,1,4,4,5,3,1,4,2,5,1,5,1,5,5,4,4,2,3,4,3,4,3,5,4,Education,Teaching English,4,F,1970/04/30,Argentina,Argentina,Buenos Aires,Buenos Aires
3,1,4,2,4,1,3,3,3,2,1,4,5,3,2,3,3,2,3,3,4,5,3,5,1,5,1,4,4,4,3,1,5,2,2,1,3,3,3,4,5,1,4,2,5,2,5,3,5,5,Humanities,Conference Interpreting & Sworn Translation,3,F,1996/10/18,Argentina,Argentina,Buenos Aires,Merlo
3,2,3,4,5,1,4,3,1,4,3,5,4,2,3,3,3,3,3,4,1,5,2,5,1,3,1,4,4,4,5,4,4,3,2,3,3,3,3,3,4,5,5,1,4,1,3,3,5,5,Education,Terciario. Profesorado de inglés,4,F,1980/11/08,Argentina,Argentina,Buenos Aires,CABA
3,3,4,3,3,3,3,2,2,2,3,3,3,3,3,3,4,4,3,1,5,5,1,5,1,4,1,5,4,5,3,4,5,2,5,3,5,1,5,5,4,2,3,4,3,4,3,2,3,4,Humanities,Teologia,5,F,1986/01/10,Argentina,Argentina,Buenos Aires,Capital
3,4,4,3,2,2,3,5,2,3,4,5,4,3,5,3,4,3,3,2,1,3,1,4,3,5,2,4,4,5,4,5,4,3,2,3,4,2,4,4,5,2,3,3,3,3,5,4,4,3,Business,Licenciatura en mercadotecnia,4,M,1962/11/19,Argentina,Argentina,Ciudad Autónoma de Bs As,CABA
2,4,3,3,3,4,2,3,3,4,3,4,2,4,2,2,2,2,2,2,2,3,2,4,3,4,1,3,3,4,3,2,2,3,2,3,3,4,4,2,3,3,4,2,3,2,3,3,4,3,Business,Administración,3,M,1998/10/16,Argentina,Argentina,Buenos Aires,CABA
4,2,5,3,5,3,5,4,4,2,5,2,4,2,3,4,3,3,4,1,1,4,4,4,2,4,2,5,4,5,3,5,3,4,3,4,4,3,3,5,4,2,5,1,3,2,4,4,5,4,Business,Administración y musica,4,F,1990/09/25,Argentina,Argentina,Buenos Aires,San isidro
5,4,5,2,5,2,5,2,5,2,2,5,4,5,2,2,2,2,1,1,1,5,1,5,1,5,1,5,5,5,5,5,5,1,5,1,5,1,5,5,5,3,5,3,5,1,5,1,2,5,Other,Canbridge,5,F,1953/08/03,Argentina,Argentina,Bs as,Capital federal
3,1,4,2,5,1,4,1,1,1,5,1,5,1,5,5,5,5,5,4,1,5,4,5,1,3,1,4,5,3,3,5,5,4,2,4,1,4,1,5,4,3,5,3,4,1,5,3,4,4,Education,Terciaria. Prof Matemáticas,2,F,2023/10/24,21/06/66,Argentina,Buenos Aires,Caba
3,3,3,2,3,2,4,4,3,2,4,2,5,4,1,3,1,1,3,1,1,5,1,5,1,4,1,5,5,4,3,4,5,2,5,1,3,1,5,5,5,1,5,1,5,1,4,4,4,5,Humanities,Letras,4,F,1991/11/06,Argentina,Argentina,Buenos Aires,Buenos Aires
3,3,4,3,5,2,5,3,1,3,4,3,4,2,3,3,3,2,4,3,2,5,3,4,3,3,2,3,4,4,3,2,4,2,3,2,4,2,3,5,4,2,2,2,4,4,4,2,4,2,Other, Tecnico Maestro Mayor de obras,4,M,1966/04/03,Argentina,Argentina,CABA,CABA
3,2,4,3,4,2,3,4,4,3,3,1,4,3,3,3,2,3,3,2,2,5,1,5,1,5,1,5,4,5,4,1,5,1,5,1,5,1,5,5,5,2,3,3,4,3,5,1,3,3,Education,Docente,3,F,1981/03/24,Argentina,Argentina,Buenos Aires,San Isidro
4,2,5,1,3,2,4,1,5,2,4,3,5,3,3,3,3,2,4,2,1,5,3,4,2,5,1,5,5,5,3,1,4,2,4,1,5,2,4,4,3,4,4,3,3,4,3,3,3,3,Business,Administración de empresas,3,M,1969/07/31,Argentina,Argentina,Buenos Aires,CABA
3,1,3,3,5,1,3,2,4,2,3,3,4,2,2,3,3,3,3,1,1,4,1,5,2,4,1,3,4,4,2,3,4,2,5,1,3,1,3,3,3,2,4,2,3,2,5,3,3,5,STEM,Agropecuaria y agroindustrial,5,F,1996/06/21,Chile,Chile,Rancagua,Rancagua
3,4,3,3,4,2,1,2,4,5,4,3,5,5,4,4,4,4,4,4,1,4,4,5,2,5,2,3,4,4,3,2,5,3,2,3,4,2,3,5,5,4,4,3,3,2,3,5,5,2,Education,BA in English teaching as a foreign language,3,M,1990/07/16,Argentina,Argentina,Buenos Aires,Olivos
2,2,4,4,4,1,3,4,2,2,2,4,5,3,3,3,3,4,2,2,1,4,1,5,1,4,1,3,5,4,2,2,2,2,3,1,4,2,4,4,5,1,3,1,4,2,5,2,5,4,Humanities,Filosofía,3,F,1979/10/23,Argentina,Argentina,Buenos Aires,CABA
4,1,5,3,5,1,4,2,3,4,5,1,5,4,2,4,2,1,2,1,1,5,1,5,1,3,1,4,4,5,3,2,5,1,5,2,2,3,4,5,4,1,3,2,3,1,5,3,3,3,Social Sciences,Psicologia social,4,F,1989/12/05,Argentina,Argentina,Buenos aires,Buenos aires
3,4,4,4,5,3,2,2,1,3,1,3,5,1,1,3,1,1,1,1,5,5,1,5,5,4,1,3,3,5,3,3,5,3,5,3,5,1,5,5,4,4,5,1,4,1,4,3,2,4,None,Ninguna,5,F,1970/04/26,Argentina,Argentina,Misiones,Posads
3,1,4,2,5,2,4,4,5,4,3,3,4,5,1,3,1,1,3,1,2,5,1,5,1,3,1,4,5,4,2,1,4,1,5,2,5,1,4,4,4,1,5,3,4,1,5,3,3,4,None,Ninguna,4,F,2023/10/24,Argentina,Argentina,Bs As,Caba
4,2,4,2,3,3,4,2,2,3,2,4,4,3,4,3,2,2,3,1,2,4,1,4,2,1,1,3,2,5,5,1,5,2,5,3,4,1,5,5,4,1,2,1,3,4,5,2,3,3,Business,ADN de Empresas,5,F,1971/01/14,Argenu,Argentina,Caba,Caba
4,2,3,2,5,3,5,2,4,2,4,2,4,4,2,4,2,2,2,2,2,4,5,3,3,2,4,4,3,5,5,1,5,2,3,2,5,2,5,5,5,1,4,2,3,2,4,5,5,5,Business,Negocios Digitales,4,M,2000/05/19,Argentina,Argentina,Buenos Aires,San Isidro
3,1,4,2,5,1,5,4,3,4,4,2,4,4,2,3,2,2,3,1,1,5,2,4,4,3,1,4,4,5,3,3,5,4,3,3,4,3,2,3,4,3,5,3,4,1,3,2,3,5,Other,Terciaria,3,F,1963/08/11,Argentina,Argentina,CABA,CABA
3,5,1,5,1,5,5,5,2,5,5,1,5,1,5,5,5,5,5,5,1,3,1,5,5,3,5,3,3,5,3,1,5,3,5,1,5,3,5,5,3,3,3,3,3,3,3,2,5,2,Education,Profesorado de ingles,2,F,1989/08/28,Argentina,Argentina,Buenos aires,Buenos aires
3,3,5,4,5,4,5,1,3,2,2,4,4,2,1,1,1,1,2,1,4,5,1,4,4,4,1,5,5,5,5,3,5,4,4,5,4,1,5,5,5,4,5,5,5,3,5,4,5,5,Health Sciences,Lic en fisiología del trabajo físico,5,M,1986/06/04,Argentina,Argentina,Entre Rios,Concordia
4,2,3,4,4,1,3,3,3,2,5,2,5,3,2,2,3,3,3,1,2,4,1,3,2,2,1,4,3,5,5,3,4,2,5,3,4,1,5,5,3,1,3,2,4,2,5,1,3,4,STEM,Diseño industrial,4,M,1999/11/20,Argentina,Argentina,Buenos Aires,San Fernando
3,2,4,2,4,2,2,2,4,3,5,3,5,2,4,4,4,4,4,2,2,4,1,4,2,3,2,4,4,4,4,2,4,1,3,2,3,3,4,4,5,2,4,3,4,3,4,4,5,4,Education,Profesorado de Inglés,4,F,1976/12/06,Argentina,Argentina,Buenos Aires,Ciudad de Buenos Aires
3,2,1,3,2,2,3,5,3,3,5,5,5,3,1,2,1,2,2,3,1,5,1,5,1,4,1,5,5,5,4,1,5,2,5,1,5,1,5,5,4,4,3,2,4,3,4,2,3,3,Other,Perito grafologo,3,F,2023/12/23,Aegentina,Argentina,Buenos Aires,Capital federal
3,3,4,4,3,2,2,5,3,2,2,5,3,5,1,2,1,1,1,1,1,5,1,5,1,5,1,4,5,5,3,5,5,3,2,5,4,4,4,5,2,1,5,1,4,1,5,2,5,4,Business,Administración de empresas,3,F,1995/02/19,Argentina,Argentina,Buenos aires,Palermo
3,2,3,4,5,1,4,5,5,4,2,4,5,5,2,4,1,1,2,2,2,5,1,4,1,4,1,5,5,4,4,3,4,2,3,4,3,1,4,5,5,2,3,1,4,2,4,1,3,5,STEM,Lic en Cs Computación,3,F,1961/10/01,Argentina,Argentina,Ciudad de Bs Aa,Ciudad de Bs As
1,2,3,5,3,3,2,1,5,3,1,4,5,2,1,2,2,2,1,3,1,5,1,5,5,1,1,5,5,3,3,3,1,3,3,3,3,3,1,1,1,5,3,3,3,3,3,3,1,2,Social Sciences,Psicopedagoga,4,F,1971/06/30,Argentina,Argentina,Caba,Caba
4,4,1,4,5,3,5,5,1,2,4,2,5,2,1,1,5,5,5,5,3,3,5,5,1,3,1,2,1,5,4,5,5,2,5,5,5,1,4,5,3,1,3,5,4,4,5,3,4,3,Social Sciences,Lic.en Psicopedagogia,4,F,1978/07/08,Argentina,Argentina,Buenos Aires,Capital Federal
1,2,3,4,4,1,3,5,2,1,2,4,5,4,1,1,1,1,1,1,1,5,1,5,5,4,1,4,4,4,3,1,5,1,4,1,5,1,3,4,4,3,2,2,3,3,4,1,1,2,Social Sciences,Licenciatura en economia,4,M,1956/04/24,Argentina,Argentina,Buenos Aires,Capital federal
1,3,2,4,2,3,2,5,2,4,2,3,3,2,2,2,2,2,2,2,2,4,1,4,1,3,1,4,4,4,4,4,4,2,3,3,3,1,4,5,5,1,5,1,3,1,4,3,5,5,Humanities,Letras,4,F,1983/12/02,Argentina,Argentina,Buenos Aires,CABA
3,1,5,3,5,1,4,3,4,3,4,3,5,3,2,5,2,1,1,1,1,5,1,5,1,3,1,5,5,5,3,1,5,1,4,4,4,4,5,4,5,1,5,1,3,1,5,3,5,5,Social Sciences,Lic. En psicopedagogia,5,F,1973/12/18,Argentina,Argentina,Buenos aires,Buenos Aires
4,1,4,4,4,1,4,3,4,1,3,3,4,3,2,1,2,2,2,2,2,5,2,4,1,4,1,3,4,4,4,3,5,2,4,3,5,1,5,5,5,1,4,4,4,3,4,3,4,4,Social Sciences,Abogacia,4,F,1965/05/07,Argentina,Argentina,Buenos Aires,San Fernando
5,1,5,3,5,1,5,1,2,1,1,1,5,5,1,1,1,1,3,1,1,5,1,5,3,3,1,3,5,5,5,3,5,1,5,4,4,1,5,5,4,1,4,3,5,1,5,4,5,5,Social Sciences,Ciencias Economicas,5,M,1955/07/17,Argentina,Argentina,Córdoba,La Falda
4,1,3,3,3,1,4,5,4,3,5,3,5,3,4,1,3,3,3,1,1,3,1,4,3,3,3,4,4,4,3,1,5,1,3,1,5,3,3,5,5,1,5,3,3,1,4,4,4,5,Social Sciences,Abogacía,3,F,1973/03/29,Argentina,Argentina,Ciudad de Buenos Aires,Ciudad de Buenos Aires
4,1,5,2,4,2,5,2,4,1,3,2,4,3,2,2,4,2,4,2,1,5,3,5,1,5,1,4,4,4,4,2,4,2,4,2,3,1,4,5,5,1,3,3,4,2,4,4,2,2,Social Sciences,Abogacía,4,F,1973/08/29,Argentina,Argentina,Buenos aires,San Isidro
3,2,5,3,5,3,5,2,5,2,2,3,4,5,1,2,3,1,4,1,2,4,2,4,1,4,2,4,3,5,2,1,5,3,1,1,5,3,2,4,2,4,5,4,3,3,3,2,5,2,STEM,Ingenieria Civil,4,M,1998/09/02,Argentina,Argentina,Buenos Aires,San isidro
4,1,5,1,5,1,5,5,3,1,3,4,5,3,3,1,3,3,5,3,1,5,1,5,1,5,1,5,5,5,3,3,5,1,5,3,5,1,1,5,5,1,5,3,5,1,5,1,3,3,None,No curse carreras,5,F,1984/04/28,Argentina,Argentina,Buenos aires,San Isidro
4,1,3,1,4,2,5,1,1,3,5,3,4,3,2,5,5,5,4,2,1,5,4,5,1,4,1,1,5,5,4,5,5,5,4,5,1,3,1,4,4,2,3,3,5,2,4,1,5,4,Health Sciences,profesorado de educacion fisica y licenciatura en kinesiologia y fisiatria,4,X,1984/06/29,argentina,Argentina,buenos aires,capital federal
4,1,5,2,5,1,5,1,5,3,3,4,4,3,2,4,2,2,2,2,1,5,1,4,1,3,1,5,5,4,4,4,5,4,3,3,4,2,3,5,5,1,5,1,4,1,3,3,5,5,Arts,Lic. en Actuación,5,F,1981/09/21,Argentina,Argentina,Córdoba,Córdoba
4,2,4,4,4,2,2,2,4,4,4,2,5,2,2,4,4,4,4,3,2,4,4,4,2,3,2,4,3,3,4,1,2,2,2,2,4,4,4,5,5,2,5,1,4,2,4,5,5,4,Business,Contador público,3,F,2002/04/14,Argentina,Argentina,Mendoza,Tunuyan
4,3,4,4,4,2,4,3,3,3,2,2,3,5,1,1,1,1,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,5,1,1,5,5,1,3,1,4,3,5,5,5,5,Business,Licenciada en turismo y hotelería,5,F,1983/08/04,Argentina,Argentina,Buenos Aires,Caba
3,3,3,1,3,2,2,2,2,1,1,4,4,4,3,4,3,2,3,4,4,2,2,5,1,3,3,4,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,3,2,3,2,3,2,1,None,nessuno,4,M,1973/07/04,Italia,Italy,catanzaro,catanzaro
4,2,5,2,5,2,5,1,4,2,3,4,4,4,3,2,2,1,2,2,1,5,2,5,1,5,1,5,4,4,5,3,4,1,4,2,4,1,5,5,5,2,4,3,4,2,5,5,4,3,Social Sciences,Psychology,4,F,2000/06/02,Croatia,Croatia,Zagreb,Zagreb
2,3,3,4,3,4,2,4,3,4,3,4,3,4,1,2,2,2,2,2,2,3,1,4,2,3,2,4,4,4,3,2,4,2,4,2,4,2,4,4,3,2,3,1,3,3,3,2,3,3,Education,Magisterio,5,F,1962/05/20,España,Spain,Huelva,Paterna del campo
3,1,5,1,4,1,4,2,3,1,3,5,4,4,3,2,2,2,2,1,1,5,1,5,1,5,1,4,5,5,3,2,4,4,3,4,5,1,3,4,4,1,5,2,4,1,4,3,4,4,Social Sciences,Giurisprudenza,4,F,1971/03/15,Italia,Italy,Catanzaro,Catanzaro
2,3,4,3,5,2,5,1,5,2,5,3,5,1,3,5,4,4,3,5,3,4,1,5,2,5,2,4,3,5,1,5,5,5,1,4,2,4,2,2,4,1,5,1,3,1,4,5,4,4,Health Sciences,Medicina,1,F,1994/06/10,Argentina,Argentina,Caba,Caba
5,1,5,1,5,1,5,4,1,4,2,3,5,3,3,3,3,3,2,4,1,5,1,1,1,5,1,4,5,5,2,3,3,2,3,4,4,1,1,3,4,3,3,3,4,4,5,3,4,4,None,Nessuno,5,F,1970/05/08,Sellia Marina,Italy,Catanzaro,Sellia Marina
5,1,5,1,5,1,5,1,5,1,1,1,1,5,5,5,5,5,5,5,4,3,4,2,3,1,3,2,1,3,2,5,2,4,1,5,1,4,1,2,2,3,3,4,3,3,2,2,1,2,Social Sciences,Psicologia,5,M,1984/10/03,España,Spain,Tarragona,Reus
1,1,1,1,1,2,1,5,1,1,5,1,5,1,5,1,3,4,5,5,5,1,3,1,5,2,4,1,1,1,1,1,1,4,1,5,1,5,1,1,2,5,1,5,1,5,1,1,1,1,Social Sciences,Económicas,2,M,1999/09/01,France,France,Narbone,Narbone
2,3,3,3,4,2,4,4,1,2,2,3,5,4,1,3,1,1,3,1,4,4,1,5,1,3,1,4,3,4,4,4,4,1,2,2,5,1,4,5,4,3,5,4,4,1,3,1,4,4,Education,Profesorado de matemáticas,5,F,1962/09/12,Argentina,Argentina,Capital federal,Ciudad de Buenos Aires
2,4,2,4,2,4,2,5,5,3,2,4,4,3,2,3,2,2,2,2,2,4,2,5,2,2,2,5,5,5,4,2,5,2,5,2,5,2,5,5,4,2,4,3,4,2,4,4,4,4,STEM,Tec. Universitario en Programación,4,F,1979/09/22,Argentina,Argentina,Buenos Aires,Vicente López
2,4,2,4,2,4,2,5,5,3,2,4,4,3,2,3,2,2,2,2,2,4,2,5,2,2,2,5,5,5,4,2,5,2,5,2,5,2,5,5,4,2,4,3,4,2,4,4,4,4,STEM,Tec. Universitario en Programación,4,F,1979/09/22,Argentina,Argentina,Buenos Aires,Vicente López
1,3,1,3,4,2,3,5,2,4,4,3,4,3,3,3,3,3,3,3,2,4,1,4,3,4,3,4,3,3,3,2,4,1,5,4,5,1,2,4,4,1,3,1,3,4,5,4,5,4,Education,Profesorado,5,F,2023/10/08,Argentina,Argentina,Bs as,Bs As
4,1,4,2,5,2,4,3,3,2,3,2,2,2,1,1,1,1,1,5,1,5,1,5,1,4,1,5,5,4,4,4,3,1,4,3,5,1,4,5,5,2,4,3,4,2,4,2,3,4,Education,Lic en Educación,4,F,1965/10/09,Argentina,Argentina,Buenos Aires,Buenos Aires
2,4,2,3,3,4,2,4,2,2,2,3,4,4,2,4,2,2,4,2,2,4,1,4,4,3,1,3,4,4,3,4,5,1,3,2,5,3,3,4,4,1,5,1,4,1,4,3,5,4,STEM,Arquitectura,3,M,1965/06/03,Argentina,Argentina,Capital,Buenos Aires
3,4,2,2,4,2,1,5,1,3,2,4,2,2,2,5,2,2,2,4,1,5,1,5,1,2,1,4,3,4,2,2,1,2,2,2,3,1,4,4,5,2,5,1,4,1,5,3,4,3,Health Sciences,Medica Veterinaria,3,F,1983/08/16,Argentina,Argentina,Buenos Aires,CABA
1,3,2,4,3,3,1,2,1,2,5,2,4,3,3,2,3,3,2,3,4,4,2,5,2,3,1,3,4,3,3,1,5,3,4,1,5,1,4,2,3,3,5,1,2,1,3,1,3,5,STEM,Arquitectura,4,F,2023/05/22,Argentina,Argentina,Buenos Aires,San Isidro
1,5,3,4,2,1,2,4,3,4,4,2,4,4,2,2,3,2,4,2,2,4,2,4,2,5,1,3,4,3,4,2,5,3,4,2,5,2,4,5,5,4,4,3,5,1,5,4,5,5,Other,Enología,5,F,1983/10/11,Argentina,Argentina,Mendoza,San Martín
4,1,4,1,5,1,5,2,1,4,5,3,5,1,3,3,5,5,4,3,1,5,1,5,1,5,1,4,5,5,3,4,5,3,3,1,5,3,2,5,4,3,5,1,4,1,4,1,4,5,Other,Criminalistica,4,F,1987/11/10,Argentina,Argentina,Buenos Aires,San isidro
3,2,5,2,4,1,3,2,4,2,1,4,5,3,3,1,2,1,1,4,2,5,2,3,2,3,1,3,3,5,4,4,5,2,1,3,5,5,2,5,5,1,5,1,3,1,5,5,5,5,Social Sciences,Economics,3,M,1999/08/03,Argentina,Argentina,CABA,CABA
4,1,3,2,4,1,3,2,4,3,4,2,5,4,3,1,2,2,2,1,1,5,1,5,1,4,1,5,5,5,4,2,4,1,4,2,5,1,4,5,5,1,4,1,4,2,5,4,5,4,Social Sciences,ABOGACIA,2,F,1983/12/14,ARGENTINA,Argentina,BUENOS AIRES,CABA
1,1,5,3,4,1,5,2,1,3,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,3,1,5,5,5,5,5,5,3,5,5,5,1,5,5,5,1,5,1,5,1,5,1,5,5,Social Sciences,Economia,3,F,1958/03/07,Argentina,Argentina,Buenos Aires,CABA
3,1,3,3,5,1,3,3,4,1,4,3,4,2,1,1,1,1,1,1,3,2,1,2,2,1,3,3,3,3,2,3,3,3,3,3,4,2,3,5,4,1,5,1,3,1,5,3,3,3,Social Sciences,Abogacía,4,M,1987/02/13,Argentina,Argentina,Buenos Aires,Caba
2,4,2,4,1,4,1,3,2,5,3,1,4,3,2,1,3,3,2,1,1,5,1,4,2,3,1,4,4,5,4,3,5,1,3,2,4,2,4,4,2,2,3,3,4,3,4,1,2,3,Business,Lic. en Administración,3,M,1997/10/31,Argentina,Argentina,Buenos Aires,San Isidro
1,3,2,3,2,2,4,5,1,4,3,3,3,2,4,4,4,3,3,1,1,5,1,5,1,1,1,3,5,5,3,4,3,4,3,4,3,2,5,5,5,5,4,1,3,3,4,3,4,2,None,ninguna,4,F,1965/10/02,Argentina,Argentina,Buenos Aires,Capital Federal
4,4,5,5,4,5,4,5,1,3,2,5,2,3,1,1,1,1,1,1,1,5,1,5,1,5,1,4,4,4,3,4,3,1,4,1,4,1,4,5,4,1,3,1,3,3,4,1,4,3,Humanities,Licenciatura en Historia -FYL-UBA,4,F,1966/04/25,Argentina,Argentina,Buenos Aires,San Fernando
4,3,5,4,5,4,4,2,2,3,3,3,4,4,2,2,3,4,2,1,4,4,1,4,1,1,1,1,3,5,5,1,1,1,1,1,5,3,5,4,5,1,5,1,4,1,3,3,5,5,Social Sciences,abogacia,4,M,1951/12/17,argentina,Argentina,CABA,CABA
3,3,3,4,4,2,3,4,4,4,3,3,5,4,3,4,2,2,4,1,2,4,3,4,2,3,1,3,4,4,3,2,5,1,4,4,4,2,4,5,5,1,5,2,3,1,4,4,3,3,Other,Decoración de interiores,5,F,1965/11/26,Argentina,Argentina,Buenos Aires,Buenos Aires
3,1,5,3,5,3,4,3,4,2,3,4,3,3,1,1,1,1,1,1,1,4,1,5,1,1,1,4,4,5,3,2,3,1,4,1,3,1,4,4,5,1,5,3,3,1,4,3,3,3,Social Sciences,Trabajo social,3,F,1965/07/21,Argentina,Argentina,Buenos Aires,CABA
3,4,1,4,4,3,1,5,1,5,3,5,2,4,5,1,3,1,2,1,2,2,4,3,3,1,1,1,1,3,3,5,5,1,5,5,3,4,5,5,5,2,5,2,3,1,5,4,4,4,None,Ninguna,4,M,1990/07/25,Argentina,Argentina,Bs as,Saladillo
1,2,2,4,4,1,3,5,1,3,2,4,3,3,2,1,2,2,1,2,1,5,1,4,2,3,1,4,4,5,4,2,4,1,4,2,4,1,4,5,4,2,3,2,2,3,4,1,2,3,Business,Contador publico,3,M,1961/08/28,Argentina,Argentina,Buenos aires,Capital federal
3,4,4,2,5,2,4,5,3,2,2,3,3,3,2,2,1,1,1,1,1,5,1,5,1,5,1,5,4,5,5,1,5,2,3,1,5,1,5,4,4,1,5,1,3,1,4,1,4,5,Social Sciences,Derecho y profesorado,4,F,1975/03/11,Argentina,Argentina,Buenos Aires,Ciudad de Buenos Aires
1,2,2,4,4,1,3,5,1,3,2,4,3,3,2,1,2,2,1,2,1,5,1,4,2,3,1,4,4,5,4,2,4,1,4,2,4,1,4,5,4,2,3,2,2,3,4,1,2,3,Business,Contador publico,3,M,1961/08/28,Argentina,Argentina,Buenos aires,Capital federal
4,3,3,3,4,3,3,4,4,3,2,3,3,2,3,3,2,2,4,2,1,5,2,4,1,3,1,5,4,4,4,3,5,3,4,4,3,2,4,3,3,2,3,3,2,3,4,3,3,3,Business,Lic en Adm de Empresas,4,F,1992/11/18,Argentina,Argentina,Buenos Aires,C.A.B.A
2,5,4,4,1,3,2,5,1,2,4,2,5,2,3,4,4,4,4,2,1,5,3,5,1,3,2,4,4,3,1,4,3,4,4,3,3,1,4,5,4,2,3,3,3,2,4,1,5,4,Business,Licenciatura en Administración,4,F,1986/02/21,Argentina,Argentina,Caba,Caba
2,5,4,4,1,3,2,5,1,2,4,2,5,2,3,4,4,4,4,2,1,5,3,5,1,3,2,4,4,3,1,4,3,4,4,3,3,1,4,5,4,2,3,3,3,2,4,1,5,4,Business,Licenciatura en Administración,4,F,1986/02/21,Argentina,Argentina,Caba,Caba
4,4,4,2,5,1,5,5,5,2,4,4,5,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,3,1,5,1,5,1,5,5,5,1,4,4,4,4,5,1,2,3,Education,Profesorado ingles,4,F,1954/10/18,Argentina,Argentina,Caba,Caba
4,1,3,4,4,4,3,2,4,3,3,3,4,4,2,3,2,2,2,1,1,4,1,4,2,4,1,4,4,4,4,1,5,2,4,1,4,1,5,5,5,1,4,2,4,2,5,3,3,4,Social Sciences,Lic. En psicopedagogía,4,F,1983/08/08,Argentina,Argentina,Buenos Aires,Capital Federal
1,4,3,5,2,3,1,5,2,5,1,5,3,4,1,1,1,1,1,1,1,5,1,5,1,3,1,5,4,5,4,1,5,3,4,3,3,1,5,5,3,4,3,3,5,4,3,1,4,4,Social Sciences,Lic psicopedagogía y Lic en educación,4,F,1974/05/28,Argentina,Argentina,Caba,Caba
4,1,4,3,3,3,3,5,3,3,4,2,5,1,4,4,4,4,4,2,1,4,3,4,2,4,1,2,4,4,5,1,5,1,4,2,5,3,3,4,4,2,3,2,3,3,4,2,4,4,Business,Licenciatura en Comunicación Publicitaria e Institucional,3,F,1983/08/04,Argentina,Argentina,Buenos Aires,CABA
