ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,happiness_level,gender,birth_date,birth_location_country_clean,age,age_group,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,zodiac_sign,zodiac_group
5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,Social Sciences,5,F,1999-04-11,Argentina,24,18-30,37.0,31.0,45.0,47.0,22.0,Aries,Fuego
3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,5.0,Business,4,F,2004-04-30,Argentina,19,18-30,33.0,39.0,36.0,49.0,32.0,Tauro,Tierra
2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,Business,3,M,1976-08-03,Argentina,47,46-59,38.0,44.0,26.0,32.0,23.0,Leo,Fuego
3.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,5.0,5.0,Business,3,F,2004-04-16,Argentina,19,18-30,34.0,38.0,32.0,44.0,28.0,Aries,Fuego
1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,STEM,2,M,1999-03-10,Argentina,24,18-30,41.0,15.0,17.0,27.0,40.0,Piscis,Agua
1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,Social Sciences,4,M,1995-06-05,Argentina,28,18-30,38.0,31.0,21.0,44.0,25.0,Géminis,Aire
3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,Arts,4,M,1998-09-16,Argentina,25,18-30,43.0,30.0,30.0,39.0,20.0,Virgo,Tierra
3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,Social Sciences,3,M,2000-05-21,Argentina,23,18-30,34.0,37.0,32.0,45.0,22.0,Géminis,Aire
1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,Social Sciences,2,M,1976-06-24,Argentina,47,46-59,22.0,39.0,15.0,33.0,30.0,Cáncer,Agua
5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,,3,M,1975-09-29,Argentina,48,46-59,42.0,29.0,46.0,31.0,20.0,Libra,Aire
3.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,Business,4,F,1993-06-24,Argentina,30,31-45,28.0,46.0,22.0,47.0,34.0,Cáncer,Agua
3.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,Other,3,F,2002-11-13,Argentina,21,18-30,44.0,39.0,37.0,47.0,27.0,Escorpio,Agua
3.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,Business,3,F,1969-05-22,Argentina,54,46-59,39.0,43.0,24.0,43.0,45.0,Géminis,Aire
3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,Social Sciences,4,M,1999-09-22,Argentina,24,18-30,39.0,38.0,44.0,49.0,20.0,Virgo,Tierra
2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,Business,3,M,2000-08-23,Argentina,23,18-30,46.0,40.0,25.0,44.0,26.0,Virgo,Tierra
2.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,,4,M,2001-11-01,Argentina,22,18-30,41.0,25.0,25.0,32.0,22.0,Escorpio,Agua
3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,Business,3,F,2000-02-16,Spain,23,18-30,33.0,26.0,27.0,47.0,29.0,Acuario,Aire
2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,Humanities,4,M,2001-06-01,Argentina,22,18-30,42.0,26.0,32.0,43.0,23.0,Géminis,Aire
1.0,3.0,1.0,4.0,3.0,5.0,1.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,Business,3,F,1997-12-12,Argentina,26,18-30,44.0,35.0,30.0,45.0,40.0,Sagitario,Fuego
2.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,STEM,4,F,1998-08-21,Argentina,25,18-30,41.0,42.0,30.0,48.0,18.0,Leo,Fuego
5.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,Social Sciences,4,F,1968-03-18,Argentina,55,46-59,42.0,44.0,37.0,35.0,12.0,Piscis,Agua
4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,4.0,Business,3,F,1999-05-21,Spain,24,18-30,27.0,36.0,40.0,47.0,31.0,Géminis,Aire
3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,,2,M,2003-02-21,Argentina,20,18-30,39.0,31.0,39.0,47.0,33.0,Piscis,Agua
3.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,Social Sciences,3,F,1998-11-04,Argentina,25,18-30,39.0,27.0,40.0,44.0,40.0,Escorpio,Agua
4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,Social Sciences,4,F,2002-06-01,Spain,21,18-30,31.0,32.0,45.0,46.0,16.0,Géminis,Aire
4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,Business,3,F,2000-05-04,Argentina,23,18-30,31.0,37.0,38.0,38.0,41.0,Tauro,Tierra
3.0,2.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,STEM,4,M,1993-09-10,Argentina,30,31-45,33.0,32.0,37.0,45.0,26.0,Virgo,Tierra
1.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,Business,1,M,2000-06-24,Argentina,23,18-30,39.0,27.0,23.0,27.0,42.0,Cáncer,Agua
4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,5.0,4.0,STEM,4,F,1996-12-22,Argentina,27,18-30,40.0,40.0,39.0,47.0,34.0,Capricornio,Tierra
4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,Business,4,M,2000-09-21,Argentina,23,18-30,43.0,23.0,37.0,47.0,38.0,Virgo,Tierra
4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,Social Sciences,5,M,1997-03-06,Italy,26,18-30,32.0,39.0,41.0,35.0,33.0,Piscis,Agua
3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,STEM,3,F,1972-12-20,Argentina,51,46-59,30.0,29.0,30.0,46.0,28.0,Sagitario,Fuego
4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,STEM,4,M,1996-08-20,Argentina,27,18-30,49.0,36.0,43.0,41.0,22.0,Leo,Fuego
3.0,2.0,4.0,5.0,3.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,Health Sciences,4,F,1985-04-16,Russia,38,31-45,32.0,37.0,31.0,48.0,26.0,Aries,Fuego
2.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,Arts,3,F,2002-10-07,Italy,21,18-30,41.0,46.0,24.0,49.0,50.0,Libra,Aire
3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,STEM,5,M,1993-11-03,Argentina,30,31-45,30.0,49.0,36.0,41.0,25.0,Escorpio,Agua
3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,,4,M,1991-05-08,Argentina,32,31-45,43.0,23.0,31.0,33.0,32.0,Tauro,Tierra
3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,Social Sciences,3,M,1998-09-30,Argentina,25,18-30,31.0,20.0,37.0,40.0,35.0,Libra,Aire
3.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Social Sciences,3,F,1998-04-27,Argentina,25,18-30,49.0,41.0,36.0,47.0,30.0,Tauro,Tierra
3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,,3,F,1966-02-24,Italy,57,46-59,38.0,36.0,31.0,39.0,30.0,Piscis,Agua
4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Health Sciences,4,M,1964-01-22,Italy,59,46-59,36.0,38.0,36.0,42.0,26.0,Acuario,Aire
3.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,STEM,4,M,1996-04-16,Argentina,27,18-30,40.0,46.0,40.0,36.0,31.0,Aries,Fuego
2.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Business,4,F,1998-10-24,Argentina,25,18-30,39.0,35.0,33.0,41.0,24.0,Escorpio,Agua
4.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,STEM,3,F,1996-06-16,Argentina,27,18-30,34.0,38.0,25.0,41.0,33.0,Géminis,Aire
2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,Arts,3,M,1999-10-23,Argentina,24,18-30,46.0,38.0,18.0,42.0,33.0,Escorpio,Agua
2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,5.0,1.0,STEM,3,F,1996-12-04,Argentina,27,18-30,28.0,20.0,34.0,40.0,42.0,Sagitario,Fuego
3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,Social Sciences,4,F,1969-10-24,Argentina,54,46-59,44.0,35.0,31.0,38.0,35.0,Escorpio,Agua
1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,STEM,4,F,1966-08-23,Argentina,57,46-59,41.0,38.0,26.0,45.0,17.0,Virgo,Tierra
3.0,5.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,,2,F,1967-06-19,Italy,56,46-59,42.0,46.0,35.0,45.0,18.0,Géminis,Aire
2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,STEM,4,M,1998-12-02,Argentina,25,18-30,32.0,37.0,37.0,36.0,25.0,Sagitario,Fuego
4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,5.0,Education,5,F,1972-01-19,Argentina,51,46-59,37.0,43.0,38.0,34.0,22.0,Capricornio,Tierra
1.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,Business,1,M,1960-01-12,Argentina,63,60+,31.0,42.0,27.0,36.0,18.0,Capricornio,Tierra
4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,Business,3,F,2000-12-14,Spain,23,18-30,38.0,44.0,42.0,45.0,26.0,Sagitario,Fuego
